CPT,ASA,ADDLCPT,ADDLCPT_COUNT,CLAIM_COUNT,ADDLCPT_FREQ
27654,01472,76942,8,8,1.0
27654,01472,64450,7,8,0.875
27654,01472,64447,4,8,0.5
27654,01472,64445,1,8,0.125
27656,01470,64450,1,1,1.0
27656,01470,76942,1,1,1.0
27658,01470,64450,21,23,0.9130434782608695
27658,01470,76942,20,23,0.8695652173913043
27658,01470,64447,14,23,0.6086956521739131
27659,01470,64447,3,3,1.0
27659,01470,64450,3,3,1.0
27659,01470,76942,3,3,1.0
27664,01470,64450,2,2,1.0
27664,01470,76942,2,2,1.0
27664,01470,64447,1,2,0.5
27665,01470,64445,1,1,1.0
27665,01470,64447,1,1,1.0
27665,01470,64450,1,1,1.0
27675,01470,64450,1,1,1.0
27675,01470,76942,1,1,1.0
27680,01470,64450,1,1,1.0
27680,01470,76942,1,1,1.0
27685,01470,64450,9,13,0.6923076923076923
27685,01470,76942,9,13,0.6923076923076923
27685,01470,64447,6,13,0.46153846153846156
27687,01474,76942,108,136,0.7941176470588235
27687,01474,64450,105,136,0.7720588235294118
27687,01474,64447,78,136,0.5735294117647058
27687,01474,64445,15,136,0.11029411764705882
27690,01470,64450,5,7,0.7142857142857143
27690,01470,76942,5,7,0.7142857142857143
27690,01470,64447,4,7,0.5714285714285714
27691,01470,64450,13,15,0.8666666666666667
27691,01470,76942,13,15,0.8666666666666667
27691,01470,64447,8,15,0.5333333333333333
27691,01470,64445,1,15,0.06666666666666667
27695,01470,76942,8,9,0.8888888888888888
27695,01470,64447,6,9,0.6666666666666666
27695,01470,64450,6,9,0.6666666666666666
27695,01470,64445,1,9,0.1111111111111111
27696,01470,64450,3,5,0.6
27696,01470,76942,3,5,0.6
27696,01470,64447,2,5,0.4
27698,01470,76942,48,51,0.9411764705882353
27698,01470,64450,43,51,0.8431372549019608
27698,01470,64447,28,51,0.5490196078431373
27698,01470,64445,12,51,0.23529411764705882
27702,01486,64450,14,16,0.875
27702,01486,76942,12,16,0.75
27702,01486,64447,11,16,0.6875
27703,01486,64450,4,4,1.0
27703,01486,76942,4,4,1.0
27703,01486,64447,3,4,0.75
27704,01480,64450,1,1,1.0
27704,01480,76942,1,1,1.0
27709,01484,64447,1,1,1.0
27709,01484,64450,1,1,1.0
27709,01484,76942,1,1,1.0
27712,01484,64445,1,1,1.0
27712,01484,64447,1,1,1.0
27712,01484,76942,1,1,1.0
27715,01484,64450,1,1,1.0
27715,01484,76942,1,1,1.0
27720,01392,64447,1,2,0.5
27720,01392,76942,1,2,0.5
27720,01480,64450,3,3,1.0
27720,01480,76942,3,3,1.0
27720,01480,64447,2,3,0.6666666666666666
27724,01480,64447,2,3,0.6666666666666666
27724,01480,76942,2,3,0.6666666666666666
27724,01480,64445,1,3,0.3333333333333333
27724,01480,64450,1,3,0.3333333333333333
27726,01480,64450,2,2,1.0
27726,01480,76942,2,2,1.0
27730,01480,64447,1,1,1.0
27730,01480,64450,1,1,1.0
27730,01480,76942,1,1,1.0
27734,01480,64450,1,1,1.0
27734,01480,76942,1,1,1.0
27756,01390,99140,2,2,1.0
27756,01462,64447,1,2,0.5
27756,01462,64450,1,2,0.5
27756,01462,76942,1,2,0.5
27758,01392,64447,4,10,0.4
27758,01392,76942,3,10,0.3
27758,01392,64450,2,10,0.2
27758,01392,64445,1,10,0.1
27758,01392,99100,1,10,0.1
27758,01480,64447,1,8,0.125
27758,01480,64450,1,8,0.125
27758,01480,76942,1,8,0.125
27758,01480,99140,1,8,0.125
27759,01392,76942,7,42,0.16666666666666666
27759,01392,99140,6,42,0.14285714285714285
27759,01392,64447,5,42,0.11904761904761904
27759,01392,64450,5,42,0.11904761904761904
27759,01392,36620,1,42,0.023809523809523808
27766,01480,76942,8,15,0.5333333333333333
27766,01480,64447,6,15,0.4
27766,01480,64450,6,15,0.4
27766,01480,64445,1,15,0.06666666666666667
27769,01480,64450,2,2,1.0
27769,01480,76942,2,2,1.0
27769,01480,64445,1,2,0.5
27769,01480,64447,1,2,0.5
27780,01390,64447,1,1,1.0
27780,01390,64450,1,1,1.0
27780,01390,76942,1,1,1.0
27781,01390,64447,1,1,1.0
27781,01390,64450,1,1,1.0
27781,01390,76942,1,1,1.0
27784,01392,64450,21,26,0.8076923076923077
27784,01392,76942,20,26,0.7692307692307693
27784,01392,64447,13,26,0.5
27784,01392,64445,5,26,0.19230769230769232
27792,01480,76942,76,104,0.7307692307692307
27792,01480,64450,67,104,0.6442307692307693
27792,01480,64447,40,104,0.38461538461538464
27792,01480,64445,19,104,0.18269230769230768
27792,01480,99140,4,104,0.038461538461538464
27792,01480,64415,1,104,0.009615384615384616
27810,01462,99140,2,3,0.6666666666666666
27814,01480,76942,34,46,0.7391304347826086
27814,01480,64450,31,46,0.6739130434782609
27814,01480,64447,20,46,0.43478260869565216
27814,01480,64445,5,46,0.10869565217391304
27814,01480,99140,2,46,0.043478260869565216
27814,01480,36620,1,46,0.021739130434782608
27818,01462,64447,1,5,0.2
27818,01462,64450,1,5,0.2
27818,01462,76942,1,5,0.2
27822,01480,64450,62,82,0.7560975609756098
27822,01480,76942,62,82,0.7560975609756098
27822,01480,64447,39,82,0.47560975609756095
27822,01480,64445,11,82,0.13414634146341464
27822,01480,99140,2,82,0.024390243902439025
27822,01480,36620,1,82,0.012195121951219513
27822,01480,76937,1,82,0.012195121951219513
27822,01480,99100,1,82,0.012195121951219513
27823,01480,64450,8,14,0.5714285714285714
27823,01480,76942,8,14,0.5714285714285714
27823,01480,64445,3,14,0.21428571428571427
27823,01480,64447,2,14,0.14285714285714285
27825,01462,99140,1,2,0.5
27827,01480,64447,3,14,0.21428571428571427
27827,01480,64450,3,14,0.21428571428571427
27827,01480,76942,3,14,0.21428571428571427
27828,01480,64450,7,13,0.5384615384615384
27828,01480,76942,6,13,0.46153846153846156
27828,01480,64447,4,13,0.3076923076923077
27828,01480,99140,3,13,0.23076923076923078
27828,01480,64445,1,13,0.07692307692307693
27829,01480,76942,28,32,0.875
27829,01480,64450,25,32,0.78125
27829,01480,64447,12,32,0.375
27829,01480,64445,8,32,0.25
27860,01462,64447,1,5,0.2
27860,01462,64450,1,5,0.2
27860,01462,76942,1,5,0.2
27870,01480,64450,8,9,0.8888888888888888
27870,01480,76942,8,9,0.8888888888888888
27870,01480,64447,7,9,0.7777777777777778
27870,01480,64445,1,9,0.1111111111111111
27880,01482,64450,23,37,0.6216216216216216
27880,01482,76942,23,37,0.6216216216216216
27880,01482,64447,20,37,0.5405405405405406
27880,01482,36620,2,37,0.05405405405405406
27880,01482,64445,2,37,0.05405405405405406
27881,01482,64450,5,7,0.7142857142857143
27881,01482,76942,4,7,0.5714285714285714
27881,01482,64447,3,7,0.42857142857142855
27881,01482,36620,1,7,0.14285714285714285
27882,01482,36556,1,2,0.5
27886,01482,64450,4,13,0.3076923076923077
27886,01482,76942,4,13,0.3076923076923077
27886,01482,64447,2,13,0.15384615384615385
28008,01470,64447,2,5,0.4
28008,01470,76942,2,5,0.4
28008,01470,64450,1,5,0.2
28035,01470,76942,3,4,0.75
28035,01470,64445,2,4,0.5
28035,01470,64447,2,4,0.5
28035,01470,64450,2,4,0.5
28039,00400,64445,1,4,0.25
28039,00400,64447,1,4,0.25
28039,00400,76942,1,4,0.25
28045,01470,64447,1,1,1.0
28045,01470,64450,1,1,1.0
28045,01470,76942,1,1,1.0
28047,01470,64450,1,1,1.0
28047,01470,76942,1,1,1.0
28060,01470,64450,5,12,0.4166666666666667
28060,01470,76942,5,12,0.4166666666666667
28060,01470,64447,4,12,0.3333333333333333
28062,01470,64447,1,1,1.0
28062,01470,64450,1,1,1.0
28062,01470,76942,1,1,1.0
28070,01480,64450,2,2,1.0
28070,01480,76942,2,2,1.0
28070,01480,64447,1,2,0.5
28072,01480,64450,1,1,1.0
28072,01480,76942,1,1,1.0
28080,01470,76942,12,44,0.2727272727272727
28080,01470,64450,8,44,0.18181818181818182
28080,01470,64445,6,44,0.13636363636363635
28080,01470,64447,4,44,0.09090909090909091
28086,01470,64450,3,3,1.0
28086,01470,76942,3,3,1.0
28086,01470,64447,1,3,0.3333333333333333
28090,01470,64450,2,12,0.16666666666666666
28090,01470,76942,2,12,0.16666666666666666
28092,01470,64445,1,6,0.16666666666666666
28092,01470,76942,1,6,0.16666666666666666
28100,01480,64450,1,1,1.0
28100,01480,76942,1,1,1.0
28102,01480,64447,1,1,1.0
28102,01480,64450,1,1,1.0
28102,01480,76942,1,1,1.0
28104,01480,64450,2,3,0.6666666666666666
28104,01480,64447,1,3,0.3333333333333333
28104,01480,76942,1,3,0.3333333333333333
28110,01480,64450,5,9,0.5555555555555556
28110,01480,76942,5,9,0.5555555555555556
28110,01480,64447,3,9,0.3333333333333333
28113,01480,64450,1,3,0.3333333333333333
28113,01480,76942,1,3,0.3333333333333333
28113,01480,99140,1,3,0.3333333333333333
28116,01480,64447,2,2,1.0
28116,01480,64450,2,2,1.0
28116,01480,76942,2,2,1.0
28118,01480,64450,2,2,1.0
28118,01480,76942,2,2,1.0
28119,01480,64450,4,8,0.5
28119,01480,76942,4,8,0.5
28119,01480,64447,3,8,0.375
28120,01480,76942,18,20,0.9
28120,01480,64450,15,20,0.75
28120,01480,64447,13,20,0.65
28120,01480,64445,3,20,0.15
28122,01480,64450,8,31,0.25806451612903225
28122,01480,76942,8,31,0.25806451612903225
28122,01480,64447,5,31,0.16129032258064516
28122,01480,64445,1,31,0.03225806451612903
28124,01480,76942,3,11,0.2727272727272727
28124,01480,64447,2,11,0.18181818181818182
28124,01480,64450,2,11,0.18181818181818182
28124,01480,36556,1,11,0.09090909090909091
28124,01480,64445,1,11,0.09090909090909091
28124,01480,76937,1,11,0.09090909090909091
28190,00400,64450,2,4,0.5
28190,00400,76942,2,4,0.5
28190,00400,64445,1,4,0.25
28190,00400,64447,1,4,0.25
28200,01470,64447,4,6,0.6666666666666666
28200,01470,64450,4,6,0.6666666666666666
28200,01470,76942,4,6,0.6666666666666666
28208,01470,64450,2,4,0.5
28208,01470,76942,2,4,0.5
28208,01470,64445,1,4,0.25
28208,01470,64447,1,4,0.25
28210,01470,64447,1,1,1.0
28210,01470,64450,1,1,1.0
28210,01470,76942,1,1,1.0
28238,01480,64450,1,1,1.0
28238,01480,76942,1,1,1.0
28262,01470,64447,2,2,1.0
28262,01470,64450,2,2,1.0
28262,01470,76942,2,2,1.0
28264,01470,64447,2,3,0.6666666666666666
28264,01470,64450,2,3,0.6666666666666666
28264,01470,76942,2,3,0.6666666666666666
28285,01480,76942,29,79,0.3670886075949367
28285,01480,64450,27,79,0.34177215189873417
28285,01480,64447,14,79,0.17721518987341772
28285,01480,64445,2,79,0.02531645569620253
28289,01480,76942,14,26,0.5384615384615384
28289,01480,64450,12,26,0.46153846153846156
28289,01480,64445,9,26,0.34615384615384615
28289,01480,64447,4,26,0.15384615384615385
28291,01480,76942,4,14,0.2857142857142857
28291,01480,64447,3,14,0.21428571428571427
28291,01480,64450,3,14,0.21428571428571427
28291,01480,64445,2,14,0.14285714285714285
28292,01480,64450,19,24,0.7916666666666666
28292,01480,64447,17,24,0.7083333333333334
28292,01480,76942,17,24,0.7083333333333334
28295,01480,76942,5,8,0.625
28295,01480,64447,4,8,0.5
28295,01480,64450,4,8,0.5
28295,01480,64445,1,8,0.125
28296,01480,76942,13,22,0.5909090909090909
28296,01480,64450,12,22,0.5454545454545454
28296,01480,64447,7,22,0.3181818181818182
28296,01480,64445,2,22,0.09090909090909091
28297,01480,76942,23,29,0.7931034482758621
28297,01480,64450,22,29,0.7586206896551724
28297,01480,64447,20,29,0.6896551724137931
28297,01480,64445,1,29,0.034482758620689655
28298,01480,64450,7,12,0.5833333333333334
28298,01480,76942,7,12,0.5833333333333334
28298,01480,64447,4,12,0.3333333333333333
28298,01480,64445,2,12,0.16666666666666666
28299,01480,76942,18,20,0.9
28299,01480,64450,15,20,0.75
28299,01480,64447,8,20,0.4
28299,01480,64445,6,20,0.3
28300,01480,64450,4,4,1.0
28300,01480,76942,3,4,0.75
28300,01480,64447,2,4,0.5
28300,01480,64445,1,4,0.25
28304,01480,64450,2,2,1.0
28304,01480,76942,2,2,1.0
28304,01480,64447,1,2,0.5
28306,01480,64447,3,4,0.75
28306,01480,64450,3,4,0.75
28306,01480,76942,3,4,0.75
28308,01480,64450,6,20,0.3
28308,01480,76942,6,20,0.3
28308,01480,64447,3,20,0.15
28308,01480,64445,1,20,0.05
28310,01480,64450,1,1,1.0
28310,01480,76942,1,1,1.0
28313,01470,64450,3,4,0.75
28313,01470,76942,3,4,0.75
28313,01470,64447,2,4,0.5
28315,01480,76942,4,9,0.4444444444444444
28315,01480,64447,3,9,0.3333333333333333
28315,01480,64450,3,9,0.3333333333333333
28315,01480,64445,1,9,0.1111111111111111
28320,01480,64450,2,2,1.0
28320,01480,76942,2,2,1.0
28320,01480,64447,1,2,0.5
28322,01112,76942,2,2,1.0
28322,01112,64445,1,2,0.5
28322,01112,64447,1,2,0.5
28322,01112,64450,1,2,0.5
28322,01480,64450,6,8,0.75
28322,01480,76942,6,8,0.75
28322,01480,64447,5,8,0.625
28344,01480,64450,1,3,0.3333333333333333
28344,01480,76942,1,3,0.3333333333333333
28415,01480,76942,9,9,1.0
28415,01480,64450,8,9,0.8888888888888888
28415,01480,64447,4,9,0.4444444444444444
28415,01480,64445,1,9,0.1111111111111111
28445,01480,64447,4,7,0.5714285714285714
28445,01480,76942,4,7,0.5714285714285714
28445,01480,64445,3,7,0.42857142857142855
28445,01480,64450,1,7,0.14285714285714285
28445,01480,99140,1,7,0.14285714285714285
28465,01480,64447,6,8,0.75
28465,01480,76942,6,8,0.75
28465,01480,64450,4,8,0.5
28465,01480,64445,2,8,0.25
28470,01462,64450,1,2,0.5
28470,01462,76942,1,2,0.5
28485,01480,64450,16,37,0.43243243243243246
28485,01480,76942,16,37,0.43243243243243246
28485,01480,64447,8,37,0.21621621621621623
28485,01480,64445,2,37,0.05405405405405406
28615,01480,64450,11,14,0.7857142857142857
28615,01480,76942,11,14,0.7857142857142857
28615,01480,64447,8,14,0.5714285714285714
28615,01480,64445,1,14,0.07142857142857142
28645,01480,64450,1,1,1.0
28645,01480,76942,1,1,1.0
28705,01480,64447,3,3,1.0
28705,01480,76942,3,3,1.0
28705,01480,64450,2,3,0.6666666666666666
28705,01480,64445,1,3,0.3333333333333333
28725,01480,64450,9,9,1.0
28725,01480,76942,9,9,1.0
28725,01480,64447,5,9,0.5555555555555556
28725,01480,64445,1,9,0.1111111111111111
28730,01480,64450,10,14,0.7142857142857143
28730,01480,76942,10,14,0.7142857142857143
28730,01480,64447,6,14,0.42857142857142855
28735,01480,64447,2,2,1.0
28735,01480,76942,2,2,1.0
28735,01480,64445,1,2,0.5
28735,01480,64450,1,2,0.5
28740,01480,64450,2,3,0.6666666666666666
28740,01480,76942,2,3,0.6666666666666666
28740,01480,64447,1,3,0.3333333333333333
28750,01480,64450,10,30,0.3333333333333333
28750,01480,76942,10,30,0.3333333333333333
28750,01480,64445,2,30,0.06666666666666667
28750,01480,64447,1,30,0.03333333333333333
28755,01480,64445,1,3,0.3333333333333333
28755,01480,76942,1,3,0.3333333333333333
28760,01480,64450,1,1,1.0
28760,01480,76942,1,1,1.0
28805,01480,76942,6,41,0.14634146341463414
28805,01480,64450,5,41,0.12195121951219512
28805,01480,64445,1,41,0.024390243902439025
28805,01480,64447,1,41,0.024390243902439025
28810,01480,64450,4,23,0.17391304347826086
28810,01480,76942,4,23,0.17391304347826086
28810,01480,64447,2,23,0.08695652173913043
28820,01480,64450,5,89,0.056179775280898875
28820,01480,76942,5,89,0.056179775280898875
28820,01480,99140,4,89,0.0449438202247191
28820,01480,64447,1,89,0.011235955056179775
28825,01480,64450,1,25,0.04
28825,01480,76942,1,25,0.04
28899,01470,64447,1,2,0.5
28899,01470,64450,1,2,0.5
28899,01470,76942,1,2,0.5
28899,01470,99140,1,2,0.5
28899,01480,76942,4,6,0.6666666666666666
28899,01480,64447,3,6,0.5
28899,01480,64450,3,6,0.5
28899,01480,64445,1,6,0.16666666666666666
29325,01130,64447,1,7,0.14285714285714285
29325,01130,76942,1,7,0.14285714285714285
29325,01130,99140,1,7,0.14285714285714285
29805,01622,64415,1,2,0.5
29805,01622,76942,1,2,0.5
29806,01630,64415,93,95,0.9789473684210527
29806,01630,76942,92,95,0.968421052631579
29806,01630,64447,1,95,0.010526315789473684
29807,01630,64415,26,26,1.0
29807,01630,76942,26,26,1.0
29819,01630,64415,4,4,1.0
29819,01630,76942,4,4,1.0
29820,01630,64415,1,1,1.0
29820,01630,76942,1,1,1.0
29822,01630,64415,46,47,0.9787234042553191
29822,01630,76942,45,47,0.9574468085106383
29823,01630,64415,39,43,0.9069767441860465
29823,01630,76942,39,43,0.9069767441860465
29824,01630,64415,44,46,0.9565217391304348
29824,01630,76942,44,46,0.9565217391304348
29824,01630,64450,1,46,0.021739130434782608
29825,01630,64415,15,15,1.0
29825,01630,76942,15,15,1.0
29827,01630,64415,330,353,0.9348441926345609
29827,01630,76942,327,353,0.9263456090651558
29827,01630,64447,3,353,0.0084985835694051
29827,01630,99100,2,353,0.0056657223796034
29828,01630,64415,52,55,0.9454545454545454
29828,01630,76942,52,55,0.9454545454545454
29834,01740,64415,1,5,0.2
29834,01740,76942,1,5,0.2
29844,01830,64417,1,1,1.0
29848,01810,64417,1,19,0.05263157894736842
29848,01810,76942,1,19,0.05263157894736842
29850,01400,64447,2,2,1.0
29850,01400,76942,2,2,1.0
29851,01400,64447,7,8,0.875
29851,01400,76942,7,8,0.875
29855,01400,64447,1,2,0.5
29855,01400,64450,1,2,0.5
29855,01400,76942,1,2,0.5
29856,01400,64447,2,2,1.0
29856,01400,76942,1,2,0.5
29862,01202,64450,6,6,1.0
29862,01202,76942,5,6,0.8333333333333334
29863,01202,64450,1,1,1.0
29863,01202,76942,1,1,1.0
29867,01400,64447,1,1,1.0
29867,01400,76942,1,1,1.0
29870,01382,64445,1,2,0.5
29870,01382,64447,1,2,0.5
29870,01382,76942,1,2,0.5
29871,01400,64447,3,13,0.23076923076923078
29871,01400,76942,3,13,0.23076923076923078
29871,01400,99140,3,13,0.23076923076923078
29873,01400,64447,6,10,0.6
29873,01400,76942,6,10,0.6
29874,01400,64447,6,23,0.2608695652173913
29874,01400,76942,6,23,0.2608695652173913
29874,01400,64450,1,23,0.043478260869565216
29874,01400,99100,1,23,0.043478260869565216
29875,01400,76942,7,29,0.2413793103448276
29875,01400,64447,6,29,0.20689655172413793
29875,01400,64415,1,29,0.034482758620689655
29875,01400,64450,1,29,0.034482758620689655
29876,01400,64447,6,13,0.46153846153846156
29876,01400,76942,6,13,0.46153846153846156
29877,01400,76942,23,79,0.2911392405063291
29877,01400,64447,22,79,0.27848101265822783
29877,01400,64450,1,79,0.012658227848101266
29877,01400,99140,1,79,0.012658227848101266
29879,01400,64447,6,9,0.6666666666666666
29879,01400,76942,6,9,0.6666666666666666
29880,01400,64447,16,88,0.18181818181818182
29880,01400,76942,14,88,0.1590909090909091
29880,01400,99100,1,88,0.011363636363636364
29881,01400,64447,68,392,0.17346938775510204
29881,01400,76942,65,392,0.16581632653061223
29881,01400,64450,2,392,0.00510204081632653
29881,01400,64445,1,392,0.002551020408163265
29882,01400,64447,32,55,0.5818181818181818
29882,01400,76942,32,55,0.5818181818181818
29882,01400,64445,2,55,0.03636363636363636
29882,01400,64450,1,55,0.01818181818181818
29883,01400,64447,1,1,1.0
29883,01400,76942,1,1,1.0
29884,01400,64447,2,2,1.0
29884,01400,76942,1,2,0.5
29888,01400,64447,276,289,0.9550173010380623
29888,01400,76942,272,289,0.9411764705882353
29888,01400,64445,62,289,0.21453287197231835
29888,01400,64450,23,289,0.07958477508650519
29888,01400,64417,1,289,0.0034602076124567475
29889,01400,64447,2,2,1.0
29889,01400,76942,2,2,1.0
29891,01464,64450,1,1,1.0
29891,01464,76942,1,1,1.0
29892,01464,64450,3,3,1.0
29892,01464,76942,3,3,1.0
29892,01464,64445,1,3,0.3333333333333333
29893,01464,64447,1,6,0.16666666666666666
29893,01464,64450,1,6,0.16666666666666666
29893,01464,76942,1,6,0.16666666666666666
29894,01464,64445,2,3,0.6666666666666666
29894,01464,64447,2,3,0.6666666666666666
29894,01464,76942,2,3,0.6666666666666666
29894,01464,64450,1,3,0.3333333333333333
29898,01464,76942,14,15,0.9333333333333333
29898,01464,64450,10,15,0.6666666666666666
29898,01464,64445,8,15,0.5333333333333333
29898,01464,64447,8,15,0.5333333333333333
29914,01202,64450,3,3,1.0
29914,01202,76942,3,3,1.0
29915,01202,64450,21,21,1.0
29915,01202,76942,21,21,1.0
29916,01202,64450,36,52,0.6923076923076923
29916,01202,76942,36,52,0.6923076923076923
29916,01202,64415,1,52,0.019230769230769232
29999,01400,64447,1,3,0.3333333333333333
29999,01400,76942,1,3,0.3333333333333333
29999,01474,64447,3,6,0.5
29999,01474,64450,3,6,0.5
29999,01474,76942,3,6,0.5
30300,00160,99140,1,1,1.0
30462,00160,36620,1,7,0.14285714285714285
30520,00160,99100,1,234,0.004273504273504274
31238,00160,99140,3,18,0.16666666666666666
31256,00160,36620,1,29,0.034482758620689655
31256,00160,76937,1,29,0.034482758620689655
31535,00320,99100,1,29,0.034482758620689655
31570,00320,99100,1,6,0.16666666666666666
31571,00320,99100,1,12,0.08333333333333333
31600,00320,99140,2,45,0.044444444444444446
31622,00520,99100,2,104,0.019230769230769232
31622,00520,99140,2,104,0.019230769230769232
31635,00520,99140,4,15,0.26666666666666666
32097,00541,01996,1,1,1.0
32220,00542,36556,1,1,1.0
32225,00542,36556,1,1,1.0
32225,00542,36620,1,1,1.0
32225,00542,76937,1,1,1.0
32320,00542,36620,4,5,0.8
32320,00542,99140,1,5,0.2
32480,00541,36620,13,14,0.9285714285714286
32482,00541,36620,2,3,0.6666666666666666
32505,00541,36620,8,10,0.8
32505,00541,01996,1,10,0.1
32505,00541,64461,1,10,0.1
32552,00400,36556,1,1,1.0
32601,00528,99100,1,1,1.0
32601,00529,36556,1,2,0.5
32601,00529,36620,1,2,0.5
32601,00529,76937,1,2,0.5
32606,00529,36556,1,3,0.3333333333333333
32606,00529,36620,1,3,0.3333333333333333
32606,00529,99140,1,3,0.3333333333333333
32607,00529,36620,1,2,0.5
32608,00529,36620,1,17,0.058823529411764705
32609,00529,36620,1,2,0.5
32650,00541,36620,1,6,0.16666666666666666
32650,00541,99100,1,6,0.16666666666666666
32650,00541,99140,1,6,0.16666666666666666
32651,00542,36620,2,2,1.0
32652,00541,36620,2,4,0.5
32652,00541,36556,1,4,0.25
32652,00541,76937,1,4,0.25
32652,00542,36620,1,1,1.0
32654,00540,99140,1,1,1.0
32656,00541,36620,1,4,0.25
32659,00560,36620,1,1,1.0
32662,00541,36620,3,4,0.75
32663,00541,36620,13,18,0.7222222222222222
32666,00540,36620,1,4,0.25
32666,00541,36620,22,40,0.55
32669,00541,36620,6,10,0.6
32669,00541,99100,1,10,0.1
32673,00541,36620,2,2,1.0
32999,00529,36620,1,1,1.0
32999,00540,36620,1,1,1.0
32999,00541,36620,1,2,0.5
33025,00560,36556,1,2,0.5
33025,00560,76937,1,2,0.5
33025,00560,93312,1,2,0.5
33025,00560,93321,1,2,0.5
33025,00560,93325,1,2,0.5
33030,00560,36556,1,1,1.0
33030,00560,36620,1,1,1.0
33030,00560,76937,1,1,1.0
33120,00562,36556,2,2,1.0
33120,00562,36620,2,2,1.0
33120,00562,93312,2,2,1.0
33120,00562,76937,1,2,0.5
33120,00562,93321,1,2,0.5
33120,00562,93325,1,2,0.5
33207,00530,36620,1,2,0.5
33208,00530,36620,1,6,0.16666666666666666
33249,00534,36620,6,19,0.3157894736842105
33249,00534,99100,1,19,0.05263157894736842
33256,00562,36556,1,1,1.0
33256,00562,76937,1,1,1.0
33340,01926,36620,3,159,0.018867924528301886
33340,01926,99100,1,159,0.006289308176100629
33361,00560,36620,90,107,0.8411214953271028
33361,00560,36556,3,107,0.028037383177570093
33361,00560,76937,2,107,0.018691588785046728
33361,00560,93312,1,107,0.009345794392523364
33361,00560,93325,1,107,0.009345794392523364
33361,00560,99100,1,107,0.009345794392523364
33362,00560,36620,1,1,1.0
33405,00561,36556,2,2,1.0
33405,00561,36620,2,2,1.0
33405,00561,76937,2,2,1.0
33405,00561,93313,1,2,0.5
33405,00562,36556,25,29,0.8620689655172413
33405,00562,76937,22,29,0.7586206896551724
33405,00562,36620,20,29,0.6896551724137931
33405,00562,93312,19,29,0.6551724137931034
33405,00562,93321,19,29,0.6551724137931034
33405,00562,93325,19,29,0.6551724137931034
33405,00562,93503,3,29,0.10344827586206896
33405,00562,93313,2,29,0.06896551724137931
33405,00562,36555,1,29,0.034482758620689655
33405,00562,99100,1,29,0.034482758620689655
33405,00563,36556,11,13,0.8461538461538461
33405,00563,76937,11,13,0.8461538461538461
33405,00563,36620,8,13,0.6153846153846154
33405,00563,93312,5,13,0.38461538461538464
33405,00563,93313,4,13,0.3076923076923077
33405,00563,93321,4,13,0.3076923076923077
33405,00563,93325,4,13,0.3076923076923077
33405,00563,93503,2,13,0.15384615384615385
33418,00560,36620,12,12,1.0
33418,00560,99100,1,12,0.08333333333333333
33425,00562,36556,3,3,1.0
33425,00562,76937,3,3,1.0
33425,00562,36620,2,3,0.6666666666666666
33425,00562,93312,2,3,0.6666666666666666
33425,00562,93321,2,3,0.6666666666666666
33425,00562,93325,2,3,0.6666666666666666
33425,00562,93313,1,3,0.3333333333333333
33426,00562,36556,9,10,0.9
33426,00562,36620,9,10,0.9
33426,00562,76937,9,10,0.9
33426,00562,93312,5,10,0.5
33426,00562,93321,5,10,0.5
33426,00562,93325,5,10,0.5
33426,00562,93313,1,10,0.1
33426,00562,93503,1,10,0.1
33427,00562,36556,1,1,1.0
33427,00562,76937,1,1,1.0
33427,00562,93312,1,1,1.0
33427,00562,93321,1,1,1.0
33427,00562,93325,1,1,1.0
33430,00562,76937,24,26,0.9230769230769231
33430,00562,36620,22,26,0.8461538461538461
33430,00562,36556,20,26,0.7692307692307693
33430,00562,93312,13,26,0.5
33430,00562,93321,13,26,0.5
33430,00562,93325,13,26,0.5
33430,00562,93313,9,26,0.34615384615384615
33430,00562,93503,6,26,0.23076923076923078
33430,00562,76942,1,26,0.038461538461538464
33430,00563,76937,1,1,1.0
33430,00563,93313,1,1,1.0
33430,00563,93503,1,1,1.0
33464,00562,36620,1,1,1.0
33464,00562,93313,1,1,1.0
33464,00562,93503,1,1,1.0
33475,00562,36556,4,4,1.0
33475,00562,76937,4,4,1.0
33475,00562,36620,2,4,0.5
33533,00562,36556,2,2,1.0
33533,00562,36620,2,2,1.0
33533,00562,76937,2,2,1.0
33533,00567,36556,63,74,0.8513513513513513
33533,00567,36620,60,74,0.8108108108108109
33533,00567,76937,55,74,0.7432432432432432
33533,00567,93503,6,74,0.08108108108108109
33533,00567,99100,3,74,0.04054054054054054
33533,00567,76942,1,74,0.013513513513513514
33534,00567,36556,40,44,0.9090909090909091
33534,00567,36620,37,44,0.8409090909090909
33534,00567,76937,35,44,0.7954545454545454
33534,00567,99100,1,44,0.022727272727272728
33535,00562,36556,1,1,1.0
33535,00562,36620,1,1,1.0
33535,00562,76937,1,1,1.0
33535,00567,36556,32,33,0.9696969696969697
33535,00567,76937,29,33,0.8787878787878788
33535,00567,36620,28,33,0.8484848484848485
33535,00567,93503,1,33,0.030303030303030304
33536,00567,36620,5,5,1.0
33536,00567,36556,4,5,0.8
33536,00567,76937,4,5,0.8
33858,00563,36556,6,6,1.0
33858,00563,36620,5,6,0.8333333333333334
33858,00563,76937,5,6,0.8333333333333334
33858,00563,93312,4,6,0.6666666666666666
33858,00563,93321,4,6,0.6666666666666666
33858,00563,93325,4,6,0.6666666666666666
33858,00563,99140,1,6,0.16666666666666666
