CPT,ASA,ASA_COUNT,ASA_FREQ
20500,00300,0,0.0
20500,00400,0,0.0
20500,00700,0,0.0
20500,00730,0,0.0
20500,00800,0,0.0
20500,00820,0,0.0
20500,00920,0,0.0
20500,00940,0,0.0
20501,00300,0,0.0
20501,00400,0,0.0
20501,00700,0,0.0
20501,00730,0,0.0
20501,00800,0,0.0
20501,00820,0,0.0
20501,00920,0,0.0
20501,00940,0,0.0
20520,01810,14,0.5185185185185185
20520,00400,5,0.1851851851851852
20520,01470,4,0.1481481481481481
20520,01710,2,0.07407407407407407
20520,00300,1,0.03703703703703703
20520,00800,1,0.03703703703703703
20520,00700,0,0.0
20520,00730,0,0.0
20520,00820,0,0.0
20520,01250,0,0.0
20520,01320,0,0.0
20520,01610,0,0.0
20525,01810,6,0.3529411764705883
20525,00400,4,0.2352941176470588
20525,00300,3,0.1764705882352941
20525,01470,3,0.1764705882352941
20525,01320,1,0.05882352941176471
20525,00700,0,0.0
20525,00730,0,0.0
20525,00800,0,0.0
20525,00820,0,0.0
20525,01250,0,0.0
20525,01610,0,0.0
20525,01710,0,0.0
20550,,1,1.0
20552,,5,1.0
20553,,1,1.0
20555,00300,0,0.0
20555,00400,0,0.0
20555,00700,0,0.0
20555,00730,0,0.0
20555,00800,0,0.0
20555,00820,0,0.0
20555,01250,0,0.0
20555,01320,0,0.0
20555,01470,0,0.0
20555,01610,0,0.0
20555,01710,0,0.0
20555,01810,0,0.0
20605,,1,1.0
20606,01462,1,1.0
20610,,6,0.5454545454545454
20610,01200,4,0.3636363636363636
20610,01610,1,0.09090909090909091
20611,,1,0.5
20611,01200,1,0.5
20615,00640,0,0.0
20615,01120,0,0.0
20615,01220,0,0.0
20615,01340,0,0.0
20615,01390,0,0.0
20615,01462,0,0.0
20615,01620,0,0.0
20615,01730,0,0.0
20615,01820,0,0.0
20650,01120,0,0.0
20650,01210,0,0.0
20650,01360,0,0.0
20650,01392,0,0.0
20650,01480,0,0.0
20650,01630,0,0.0
20650,01740,0,0.0
20650,01830,0,0.0
20660,00190,0,0.0
20661,00190,1,1.0
20662,01120,0,0.0
20663,01220,1,1.0
20663,01340,0,0.0
20664,00190,0,0.0
20665,00190,0,0.0
20670,01480,3,0.25
20670,01830,3,0.25
20670,00400,2,0.1666666666666667
20670,01740,2,0.1666666666666667
20670,00170,1,0.08333333333333333
20670,01230,1,0.08333333333333333
20670,00190,0,0.0
20670,00300,0,0.0
20670,01170,0,0.0
20670,01210,0,0.0
20670,01360,0,0.0
20670,01392,0,0.0
20670,01400,0,0.0
20670,01630,0,0.0
20680,01480,424,0.4737430167597765
20680,01830,123,0.1374301675977654
20680,01392,64,0.07150837988826815
20680,01230,58,0.06480446927374302
20680,01360,46,0.05139664804469274
20680,01740,44,0.04916201117318435
20680,00470,35,0.03910614525139665
20680,00450,29,0.03240223463687151
20680,01630,24,0.02681564245810056
20680,01400,21,0.02346368715083799
20680,01210,13,0.01452513966480447
20680,00190,9,0.01005586592178771
20680,01170,3,0.00335195530726257
20680,00170,2,0.00223463687150838
20690,01480,38,0.5757575757575758
20690,01830,12,0.1818181818181818
20690,01392,10,0.1515151515151515
20690,01230,2,0.0303030303030303
20690,01400,2,0.0303030303030303
20690,01360,1,0.01515151515151515
20690,01740,1,0.01515151515151515
20690,01170,0,0.0
20690,01210,0,0.0
20690,01630,0,0.0
20692,01480,8,0.4210526315789473
20692,01830,8,0.4210526315789473
20692,01392,2,0.1052631578947368
20692,01360,1,0.05263157894736842
20692,01170,0,0.0
20692,01210,0,0.0
20692,01230,0,0.0
20692,01400,0,0.0
20692,01630,0,0.0
20692,01740,0,0.0
20693,01480,1,1.0
20693,01170,0,0.0
20693,01210,0,0.0
20693,01230,0,0.0
20693,01360,0,0.0
20693,01392,0,0.0
20693,01400,0,0.0
20693,01630,0,0.0
20693,01740,0,0.0
20693,01830,0,0.0
20694,01462,18,0.782608695652174
20694,01820,5,0.2173913043478261
20694,00190,0,0.0
20694,01120,0,0.0
20694,01160,0,0.0
20694,01220,0,0.0
20694,01340,0,0.0
20694,01390,0,0.0
20694,01620,0,0.0
20694,01730,0,0.0
20696,01392,1,0.5
20696,01480,1,0.5
20696,01170,0,0.0
20696,01210,0,0.0
20696,01230,0,0.0
20696,01360,0,0.0
20696,01400,0,0.0
20696,01630,0,0.0
20696,01740,0,0.0
20696,01830,0,0.0
20697,01170,0,0.0
20697,01210,0,0.0
20697,01230,0,0.0
20697,01360,0,0.0
20697,01392,0,0.0
20697,01400,0,0.0
20697,01480,0,0.0
20697,01630,0,0.0
20697,01740,0,0.0
20697,01830,0,0.0
20802,01770,0,0.0
20805,01840,0,0.0
20808,01840,0,0.0
20816,01840,0,0.0
20822,01840,0,0.0
20824,01840,0,0.0
20827,01840,0,0.0
20838,01500,0,0.0
20900,01112,4,0.8
20900,01480,1,0.2
20900,01830,0,0.0
20902,01120,10,1.0
20910,00470,0,0.0
20912,00160,1,1.0
20920,01250,0,0.0
20922,01250,0,0.0
20924,01470,0,0.0
20924,01710,0,0.0
20924,01810,0,0.0
20926,00400,2,1.0
20955,01500,0,0.0
20956,01120,1,1.0
20957,01500,0,0.0
20962,01270,0,0.0
20962,01770,0,0.0
20969,01270,0,0.0
20969,01770,0,0.0
20970,01120,0,0.0
20972,01500,0,0.0
20973,01500,0,0.0
20975,00300,0,0.0
20975,01480,0,0.0
20975,01830,0,0.0
20982,,2,0.5
20982,00640,1,0.25
20982,01160,1,0.25
20982,00190,0,0.0
20982,00450,0,0.0
20982,00520,0,0.0
20982,01112,0,0.0
20982,01120,0,0.0
20982,01220,0,0.0
20982,01340,0,0.0
20982,01380,0,0.0
20982,01390,0,0.0
20982,01462,0,0.0
20982,01620,0,0.0
20982,01730,0,0.0
20982,01820,0,0.0
20983,01820,1,1.0
20983,00190,0,0.0
20983,00450,0,0.0
20983,00520,0,0.0
20983,00640,0,0.0
20983,01112,0,0.0
20983,01120,0,0.0
20983,01160,0,0.0
20983,01220,0,0.0
20983,01340,0,0.0
20983,01380,0,0.0
20983,01390,0,0.0
20983,01462,0,0.0
20983,01620,0,0.0
20983,01730,0,0.0
20999,01112,1,1.0
21010,00190,0,0.0
21011,00300,26,1.0
21012,00300,34,1.0
21013,00300,3,1.0
21014,00300,10,1.0
21015,00300,0,0.0
21016,00300,1,1.0
21025,00190,4,1.0
21026,00190,3,1.0
21029,00190,2,1.0
21030,00190,0,0.0
21031,00190,1,1.0
21032,00190,0,0.0
21034,00190,1,1.0
21040,00190,1,1.0
21044,00190,0,0.0
21045,00192,0,0.0
21046,00190,0,0.0
21047,00190,0,0.0
21048,00190,0,0.0
21049,00190,0,0.0
21050,00190,0,0.0
21060,00190,0,0.0
21070,00190,0,0.0
21073,00190,0,0.0
21100,00190,0,0.0
21110,00170,0,0.0
21116,00190,0,0.0
21120,00190,0,0.0
21121,00190,0,0.0
21122,00190,0,0.0
21122,00192,0,0.0
21123,00190,0,0.0
21125,00190,0,0.0
21127,00190,0,0.0
21127,00192,0,0.0
21137,00190,0,0.0
21138,00192,0,0.0
21139,00192,0,0.0
21141,00190,7,1.0
21142,00192,1,1.0
21143,00192,4,1.0
21145,00192,4,1.0
21146,00192,0,0.0
21147,00192,0,0.0
21150,00192,0,0.0
21151,00192,0,0.0
21154,00192,2,1.0
21155,00192,0,0.0
21159,00192,0,0.0
21160,00192,0,0.0
21172,00192,0,0.0
21175,00192,0,0.0
21179,00192,0,0.0
21180,00192,0,0.0
21181,00190,0,0.0
21182,00192,0,0.0
21183,00192,0,0.0
21184,00192,0,0.0
21188,00192,0,0.0
21193,00190,1,1.0
21194,00190,0,0.0
21195,00192,0,0.0
21196,00192,13,1.0
21198,00190,0,0.0
21199,00192,0,0.0
21206,00190,0,0.0
21208,00190,0,0.0
21209,00190,0,0.0
21210,00190,1,1.0
21210,00160,0,0.0
21215,00190,0,0.0
21230,00470,5,1.0
21235,00120,2,1.0
21235,00160,0,0.0
21240,00190,0,0.0
21242,00190,0,0.0
21243,00192,0,0.0
21244,00190,0,0.0
21245,00192,0,0.0
21246,00192,0,0.0
21247,00192,0,0.0
21248,00192,0,0.0
21249,00192,0,0.0
21255,00192,0,0.0
21256,00192,0,0.0
21260,00192,0,0.0
21261,00210,0,0.0
21263,00192,0,0.0
21267,00192,0,0.0
21268,00210,0,0.0
21270,00190,0,0.0
21275,00192,0,0.0
21280,00300,0,0.0
21282,00300,0,0.0
21295,00190,0,0.0
21296,00190,0,0.0
21310,00160,10,1.0
21315,00160,37,1.0
21320,00160,61,1.0
21325,00160,2,1.0
21330,00160,3,1.0
21335,00160,4,1.0
21336,00160,9,1.0
21337,00160,7,1.0
21338,00190,0,0.0
21339,00190,0,0.0
21340,00190,0,0.0
21343,00190,0,0.0
21344,00162,0,0.0
21345,00190,0,0.0
21346,00162,0,0.0
21346,00192,0,0.0
21347,00162,0,0.0
21347,00192,0,0.0
21348,00162,0,0.0
21348,00192,0,0.0
21355,00190,0,0.0
21356,00190,3,1.0
21360,00190,0,0.0
21365,00192,10,1.0
21366,00192,0,0.0
21385,00192,1,1.0
21386,00192,1,1.0
21387,00192,3,1.0
21390,00192,7,1.0
21395,00192,0,0.0
21400,00190,0,0.0
21401,00190,0,0.0
21406,00190,2,1.0
21407,00190,3,1.0
21408,00190,0,0.0
21421,00190,2,1.0
21422,00190,2,1.0
21423,00192,0,0.0
21431,00190,0,0.0
21432,00192,1,1.0
21433,00192,0,0.0
21435,00192,0,0.0
21436,00192,0,0.0
21440,00190,0,0.0
21445,00190,0,0.0
21450,00190,0,0.0
21451,00190,0,0.0
21452,00190,0,0.0
21453,00190,3,1.0
21454,00190,1,1.0
21461,00190,2,1.0
21462,00190,12,1.0
21465,00190,0,0.0
21470,00190,2,1.0
21480,00190,0,0.0
21485,00190,0,0.0
21490,00190,0,0.0
21497,00170,0,0.0
21501,00300,42,0.7368421052631579
21501,00400,15,0.2631578947368421
21502,00470,1,1.0
21510,00470,0,0.0
21550,00300,5,1.0
21550,00400,0,0.0
21552,00300,58,0.6823529411764706
21552,00400,27,0.3176470588235294
21554,00300,15,0.8333333333333334
21554,00400,3,0.1666666666666667
21555,00300,72,0.7912087912087912
21555,00400,19,0.2087912087912088
21556,00300,12,0.8
21556,00400,3,0.2
21557,00300,0,0.0
21557,00320,0,0.0
21557,00400,0,0.0
21558,00400,1,1.0
21558,00300,0,0.0
21558,00320,0,0.0
21600,00470,2,1.0
21601,00470,0,0.0
21602,00472,0,0.0
21603,00540,0,0.0
21603,00541,0,0.0
21610,00470,0,0.0
21615,00470,16,1.0
21616,00470,0,0.0
21620,00470,4,1.0
21627,00550,32,1.0
21630,00474,0,0.0
21632,00474,0,0.0
21632,00540,0,0.0
21632,00541,0,0.0
21632,00560,0,0.0
21685,00320,0,0.0
21685,00326,0,0.0
21700,00300,0,0.0
21705,00470,0,0.0
21720,00300,2,1.0
21725,00300,0,0.0
21740,00474,0,0.0
21742,00472,0,0.0
21743,00540,28,0.8
21743,00541,7,0.2
21750,00550,31,1.0
21811,00540,2,1.0
21811,00541,0,0.0
21812,00540,1,0.5
21812,00541,1,0.5
21813,00540,0,0.0
21813,00541,0,0.0
21820,00520,0,0.0
21825,00472,0,0.0
21899,00470,2,1.0
21920,00300,3,1.0
21925,00300,1,1.0
21925,00730,0,0.0
21925,00820,0,0.0
21930,00300,86,0.9885057471264368
21930,00820,1,0.01149425287356322
21930,00730,0,0.0
21931,00300,93,1.0
21931,00730,0,0.0
21931,00820,0,0.0
21932,00300,7,1.0
21932,00730,0,0.0
21932,00820,0,0.0
21933,00300,20,0.9523809523809523
21933,00820,1,0.04761904761904762
21933,00730,0,0.0
21935,00300,1,1.0
21935,00730,0,0.0
21935,00820,0,0.0
21936,00730,1,1.0
21936,00300,0,0.0
21936,00820,0,0.0
22010,00300,1,1.0
22015,00300,22,1.0
22100,00600,1,0.5
22100,00670,1,0.5
22100,00604,0,0.0
22101,00620,1,1.0
22101,00670,0,0.0
22102,00630,0,0.0
22102,00670,0,0.0
22110,00600,0,0.0
22110,00604,0,0.0
22110,00670,0,0.0
22112,00620,0,0.0
22112,00625,0,0.0
22112,00626,0,0.0
22112,00670,0,0.0
22114,00630,0,0.0
22114,00670,0,0.0
22206,00620,0,0.0
22206,00670,0,0.0
22207,00630,0,0.0
22207,00670,0,0.0
22210,00600,0,0.0
22210,00604,0,0.0
22210,00670,0,0.0
22212,00620,0,0.0
22212,00670,0,0.0
22214,00630,0,0.0
22214,00670,0,0.0
22220,00600,0,0.0
22220,00670,0,0.0
22222,00625,0,0.0
22222,00626,0,0.0
22224,00630,0,0.0
22224,00670,0,0.0
22310,00640,0,0.0
22315,00640,0,0.0
22318,00600,1,1.0
22318,00670,0,0.0
22319,00600,0,0.0
22319,00670,0,0.0
22325,00670,2,1.0
22325,00630,0,0.0
22326,00670,3,1.0
22326,00600,0,0.0
22326,00604,0,0.0
22327,00670,1,1.0
22327,00620,0,0.0
22505,00640,0,0.0
22510,01936,16,1.0
22510,01941,0,0.0
22511,01936,25,1.0
22511,01942,0,0.0
22513,01936,180,0.9574468085106383
22513,,8,0.0425531914893617
22513,01941,0,0.0
22514,01936,231,0.9788135593220338
22514,,5,0.0211864406779661
22514,01942,0,0.0
22515,,2,1.0
22526,01936,0,0.0
22526,01941,0,0.0
22526,01942,0,0.0
22532,00620,0,0.0
22532,00670,0,0.0
22533,00670,1,1.0
22533,00630,0,0.0
22534,00670,0,0.0
22548,00670,1,1.0
22548,00600,0,0.0
22551,00670,666,0.943342776203966
22551,00600,40,0.056657223796034
22552,00670,1,1.0
22554,00670,100,0.7874015748031497
22554,00600,27,0.2125984251968504
22556,00625,3,0.75
22556,00626,1,0.25
22558,00670,193,0.9323671497584541
22558,00630,14,0.06763285024154589
22585,00670,4,1.0
22586,00670,0,0.0
22590,00670,2,1.0
22595,00670,8,1.0
22595,00600,0,0.0
22595,00604,0,0.0
22600,00670,85,0.9883720930232558
22600,00600,1,0.01162790697674419
22600,00604,0,0.0
22610,00670,78,0.9873417721518988
22610,00620,1,0.01265822784810127
22612,00670,456,0.9193548387096774
22612,00630,40,0.08064516129032258
22614,00670,4,1.0
22630,00670,164,0.845360824742268
22630,00630,30,0.154639175257732
22632,00670,0,0.0
22633,00670,310,0.9904153354632588
22633,00630,3,0.009584664536741214
22634,00670,1,1.0
22800,00670,13,1.0
22802,00670,36,1.0
22804,00670,10,1.0
22808,00670,1,1.0
22808,00625,0,0.0
22808,00626,0,0.0
22810,00625,1,1.0
22810,00626,0,0.0
22810,00670,0,0.0
22812,00625,0,0.0
22812,00626,0,0.0
22812,00670,0,0.0
22818,00600,0,0.0
22818,00620,0,0.0
22818,00630,0,0.0
22819,00670,0,0.0
22830,00670,53,1.0
22830,00625,0,0.0
22830,00626,0,0.0
22840,00670,223,1.0
22842,00670,194,1.0
22843,00670,3,1.0
22844,00670,0,0.0
22845,00670,212,0.9906542056074766
22845,00625,2,0.009345794392523364
22845,00626,0,0.0
22846,00670,10,1.0
22846,00625,0,0.0
22846,00626,0,0.0
22847,00625,0,0.0
22847,00626,0,0.0
22847,00670,0,0.0
22848,00670,1,1.0
22849,00670,76,1.0
22850,00670,33,1.0
22852,00670,42,1.0
22853,00670,15,1.0
22855,00670,8,0.8888888888888888
22855,00625,1,0.1111111111111111
22855,00626,0,0.0
22856,00600,76,0.672566371681416
22856,00670,37,0.3274336283185841
22857,00630,8,0.6666666666666666
22857,00670,4,0.3333333333333333
22858,00670,1,1.0
22859,00670,1,1.0
22861,00600,0,0.0
22861,00670,0,0.0
22862,00630,0,0.0
22862,00670,0,0.0
22864,00670,2,1.0
22864,00600,0,0.0
22865,00630,0,0.0
22865,00670,0,0.0
22867,00630,26,1.0
22868,00670,1,1.0
22869,00630,43,1.0
22870,00670,10,1.0
22899,00630,1,0.5
22899,00670,1,0.5
22900,00800,10,0.8333333333333334
22900,00700,2,0.1666666666666667
22901,00800,6,0.75
22901,00700,2,0.25
22902,00700,15,0.6
22902,00800,10,0.4
22903,00700,15,0.5555555555555556
22903,00800,12,0.4444444444444444
22904,00700,0,0.0
22904,00800,0,0.0
22905,00700,0,0.0
22905,00800,0,0.0
22999,00700,1,0.5
22999,00820,1,0.5
23000,01610,0,0.0
23020,01610,1,1.0
23030,01610,12,1.0
23031,01610,0,0.0
23035,01630,4,1.0
23040,01630,2,1.0
23044,01630,4,1.0
23065,00400,1,1.0
23065,00300,0,0.0
23066,01610,0,0.0
23071,00400,22,0.7096774193548387
23071,00300,9,0.2903225806451613
23073,01610,5,1.0
23075,00400,20,0.7692307692307693
23075,00300,6,0.2307692307692308
23076,01610,6,1.0
23077,01610,0,0.0
23078,01610,0,0.0
23100,01630,0,0.0
23101,01630,0,0.0
23105,01630,0,0.0
23106,01630,1,1.0
23107,01630,0,0.0
23120,00450,64,1.0
23125,00450,0,0.0
23130,01630,15,1.0
23140,00450,0,0.0
23140,01630,0,0.0
23145,00450,0,0.0
23145,01630,0,0.0
23146,00450,0,0.0
23146,01630,0,0.0
23150,01630,4,1.0
23155,01630,0,0.0
23156,01630,0,0.0
23170,00450,1,1.0
23172,00450,0,0.0
23174,01630,0,0.0
23180,00450,0,0.0
23182,00450,1,1.0
23184,01630,2,1.0
23190,00450,0,0.0
23195,01630,1,1.0
23200,00450,0,0.0
23210,00450,1,1.0
23220,01630,0,0.0
23330,00300,0,0.0
23330,00400,0,0.0
23333,01610,0,0.0
23334,01630,2,1.0
23335,01638,5,1.0
23350,01620,2,1.0
23395,01610,0,0.0
23397,01610,0,0.0
23400,00450,0,0.0
23405,01610,0,0.0
23406,01610,0,0.0
23410,01610,69,1.0
23412,01610,174,1.0
23415,01630,3,1.0
23420,01630,66,1.0
23430,01716,138,1.0
23440,01610,9,1.0
23450,01630,1,1.0
23455,01630,5,1.0
23460,01630,1,1.0
23462,01630,5,1.0
23465,01630,1,1.0
23466,01630,0,0.0
23470,01630,31,1.0
23472,01638,1025,1.0
23473,01638,20,1.0
23474,01638,36,1.0
23480,00450,0,0.0
23485,00450,3,1.0
23490,00450,0,0.0
23491,01620,1,1.0
23491,01630,0,0.0
23500,00450,1,1.0
23505,00450,0,0.0
23515,00450,270,1.0
23520,01620,0,0.0
23525,01620,0,0.0
23530,01630,2,1.0
23532,01630,0,0.0
23540,01620,0,0.0
23545,01620,0,0.0
23550,01630,33,1.0
23552,01630,7,1.0
23570,00450,0,0.0
23575,00450,0,0.0
23585,00450,6,1.0
23600,01620,1,1.0
23605,01620,4,1.0
23615,01630,132,1.0
23616,01630,3,1.0
23620,01620,0,0.0
23625,01620,0,0.0
23630,01630,11,1.0
23655,01620,91,1.0
23660,01630,3,1.0
23665,01620,5,1.0
23670,01630,0,0.0
23675,01620,2,1.0
23680,01630,2,1.0
23700,01620,56,1.0
23800,01630,0,0.0
23802,01630,0,0.0
23900,01636,0,0.0
23920,01634,0,0.0
23921,00300,0,0.0
23921,00400,0,0.0
23930,01710,19,1.0
23931,01710,26,1.0
23935,01740,2,1.0
24000,01740,8,1.0
24006,01740,2,1.0
24065,00400,5,1.0
24066,01710,2,1.0
24071,00400,30,1.0
24073,01710,6,1.0
24075,00400,32,1.0
24076,01710,5,1.0
24077,01756,0,0.0
24079,01756,0,0.0
24100,01740,2,1.0
24101,01740,6,1.0
24102,01740,2,1.0
24105,01710,91,0.9891304347826086
24105,01810,1,0.0108695652173913
24110,01758,1,1.0
24115,01758,0,0.0
24116,01758,1,1.0
24120,01740,3,1.0
24125,01112,0,0.0
24125,01740,0,0.0
24126,01740,0,0.0
24130,01740,3,1.0
24134,01740,1,1.0
24136,01740,0,0.0
24138,01740,0,0.0
24140,01742,4,1.0
24140,01758,0,0.0
24145,01740,1,1.0
24147,01740,8,1.0
24149,01756,1,1.0
24150,01756,0,0.0
24152,01756,0,0.0
24155,01756,0,0.0
24160,01760,0,0.0
24164,01740,0,0.0
24200,00400,6,1.0
24201,01710,0,0.0
24220,01730,0,0.0
24300,01730,3,1.0
24301,01710,2,1.0
24305,01710,0,0.0
24310,01712,0,0.0
24320,01714,0,0.0
24330,01714,0,0.0
24331,01714,0,0.0
24332,01710,0,0.0
24340,01716,7,1.0
24341,01710,53,0.9464285714285714
24341,01610,3,0.05357142857142857
24342,01710,128,0.8648648648648649
24342,01714,20,0.1351351351351351
24343,01740,3,1.0
24344,01740,0,0.0
24345,01740,4,1.0
24346,01740,10,1.0
24357,01710,17,1.0
24358,01712,38,1.0
24359,01712,50,1.0
24360,01740,0,0.0
24361,01740,0,0.0
24362,01740,1,1.0
24363,01760,9,1.0
24365,01740,1,1.0
24366,01740,7,1.0
24370,01760,0,0.0
24371,01760,1,1.0
24400,01742,0,0.0
24410,01742,0,0.0
24420,01742,0,0.0
24430,01744,3,1.0
24435,01744,5,1.0
24470,01740,0,0.0
24495,01770,0,0.0
24498,01744,2,1.0
24500,01730,2,1.0
24505,01730,4,1.0
24515,01744,57,1.0
24516,01744,18,0.5806451612903226
24516,01630,13,0.4193548387096774
24530,01730,3,1.0
24535,01730,2,1.0
24538,01730,61,1.0
24545,01740,19,1.0
24546,01740,3,1.0
24560,01730,0,0.0
24565,01730,1,1.0
24566,01730,1,1.0
24575,01740,21,1.0
24576,01730,0,0.0
24577,01730,0,0.0
24579,01740,29,1.0
24582,01730,6,1.0
24586,01740,16,1.0
24587,01740,0,0.0
24605,01730,13,1.0
24615,01740,0,0.0
24620,01730,1,1.0
24635,01740,6,1.0
24640,01730,1,1.0
24650,01730,0,0.0
24655,01730,2,1.0
24665,01740,22,1.0
24666,01740,18,1.0
24670,01730,2,1.0
24675,01730,2,1.0
24685,01740,129,1.0
24800,01740,0,0.0
24802,01112,0,0.0
24802,01740,0,0.0
24900,01756,1,1.0
24920,01756,0,0.0
24925,00400,0,0.0
24930,01756,0,0.0
24931,01756,0,0.0
24935,01740,0,0.0
24940,01740,0,0.0
25000,01810,132,1.0
25001,01810,0,0.0
25020,01810,7,1.0
25023,01810,6,1.0
25024,01810,1,1.0
25025,01810,2,1.0
25028,01810,17,1.0
25031,01810,0,0.0
25035,01830,0,0.0
25040,01830,5,1.0
25065,00400,2,1.0
25066,01810,1,1.0
25071,00400,12,1.0
25073,01810,5,1.0
25075,00400,29,1.0
25076,01810,3,1.0
25077,01810,0,0.0
25078,01810,0,0.0
25085,01810,0,0.0
25100,01830,0,0.0
25101,01830,3,1.0
25105,01830,4,1.0
25107,01830,0,0.0
25109,01810,0,0.0
25110,01810,1,1.0
25111,01810,236,1.0
25112,01810,5,1.0
25115,01810,0,0.0
25116,01810,5,1.0
25118,01810,8,1.0
25119,01830,0,0.0
25120,01830,2,1.0
25125,01112,0,0.0
25125,01830,0,0.0
25126,01830,1,1.0
25130,01830,2,1.0
25135,01830,2,1.0
25136,01830,0,0.0
25145,01830,0,0.0
25150,01830,0,0.0
25151,01830,1,1.0
25170,01830,0,0.0
25210,01830,20,1.0
25215,01830,14,1.0
25230,01830,4,1.0
25240,01830,5,1.0
25246,01810,0,0.0
25248,01810,4,1.0
25250,01830,0,0.0
25251,01832,0,0.0
25259,01820,2,1.0
25260,01810,11,1.0
25263,01810,0,0.0
25265,01810,1,1.0
25270,01810,7,1.0
25272,01810,2,1.0
25274,01810,0,0.0
25275,01810,4,1.0
25280,01810,2,1.0
25290,01810,0,0.0
25295,01810,1,1.0
25300,01810,0,0.0
25301,01810,1,1.0
25310,01810,7,1.0
25312,01810,1,1.0
25315,01810,0,0.0
25316,01810,0,0.0
25320,01810,15,1.0
25332,01830,2,1.0
25335,01830,0,0.0
25337,01830,2,1.0
25350,01830,4,1.0
25355,01830,0,0.0
25360,01830,7,1.0
25365,01830,0,0.0
25370,01830,1,1.0
25375,01830,0,0.0
25390,01830,3,1.0
25391,01830,0,0.0
25392,01830,0,0.0
25393,01830,0,0.0
25394,01830,1,1.0
25400,01830,13,1.0
25405,01112,0,0.0
25405,01830,0,0.0
25415,01830,3,1.0
25420,01112,0,0.0
25420,01830,0,0.0
25425,01830,1,1.0
25426,01830,0,0.0
25430,01830,0,0.0
25431,01830,1,1.0
25431,01112,0,0.0
25440,01830,4,1.0
25440,01112,0,0.0
25441,01830,0,0.0
25442,01830,0,0.0
25443,01830,0,0.0
25444,01830,0,0.0
25445,01830,13,1.0
25446,01832,0,0.0
25447,01830,242,1.0
25449,01830,1,1.0
25450,01830,2,1.0
25455,01830,0,0.0
25490,01830,0,0.0
25491,01830,0,0.0
25492,01830,0,0.0
25500,01820,3,1.0
25505,01820,7,1.0
25515,01830,29,1.0
25520,01820,2,1.0
25525,01830,6,1.0
25526,01830,3,1.0
25530,01820,0,0.0
25535,01820,3,1.0
25545,01830,36,1.0
25560,01820,10,1.0
25565,01820,29,1.0
25574,01830,17,1.0
25575,01830,65,1.0
25600,01820,25,1.0
25605,01820,86,1.0
25606,01820,100,1.0
25607,01830,348,1.0
25608,01830,186,1.0
25609,01830,220,1.0
25622,01820,0,0.0
25624,01820,0,0.0
25628,01830,44,1.0
25630,01820,0,0.0
25635,01820,3,1.0
25645,01830,16,1.0
25650,01820,0,0.0
25651,01820,0,0.0
25652,01830,3,1.0
25660,01820,0,0.0
25670,01830,3,1.0
25671,01820,2,1.0
25675,01820,1,1.0
25676,01830,3,1.0
25680,01820,0,0.0
25685,01830,1,1.0
25690,01820,0,0.0
25695,01830,1,1.0
25800,01830,7,1.0
25805,01830,0,0.0
25810,01830,7,1.0
25810,01112,0,0.0
25820,01830,3,1.0
25825,01830,9,1.0
25825,01112,0,0.0
25830,01830,0,0.0
25900,01830,0,0.0
25905,01830,0,0.0
25907,00400,0,0.0
25907,01810,0,0.0
25909,01830,2,1.0
25915,01830,0,0.0
25920,01830,0,0.0
25922,00400,0,0.0
25922,01810,0,0.0
25924,01830,0,0.0
25927,01830,0,0.0
25929,01810,1,1.0
25929,00400,0,0.0
25931,01830,0,0.0
25999,01820,1,1.0
26010,00400,12,1.0
26011,00400,16,1.0
26020,01810,30,1.0
26025,01810,2,1.0
26030,01810,1,1.0
26034,01830,4,1.0
26035,01810,0,0.0
26037,01810,0,0.0
26040,01810,8,1.0
26045,01810,11,1.0
26055,01810,670,1.0
26060,01810,1,1.0
26070,01830,1,1.0
26075,01830,7,1.0
26080,01830,13,1.0
26100,01830,0,0.0
26105,01830,0,0.0
26110,01830,1,1.0
26111,00400,14,1.0
26113,01810,4,1.0
26115,00400,32,1.0
26116,01810,10,1.0
26117,01810,0,0.0
26118,01810,0,0.0
26121,01810,9,1.0
26123,01810,88,1.0
26130,01830,2,1.0
26135,01830,2,1.0
26140,01830,1,1.0
26145,01830,25,1.0
26160,01810,82,1.0
26170,01810,0,0.0
26180,01810,1,1.0
26185,01830,0,0.0
26200,01830,3,1.0
26205,01112,0,0.0
26205,01830,0,0.0
26210,01830,1,1.0
26215,01112,0,0.0
26215,01830,0,0.0
26230,01830,4,1.0
26235,01830,0,0.0
26236,01830,5,1.0
26250,01830,0,0.0
26260,01830,1,1.0
26262,01830,0,0.0
26320,01830,3,1.0
26340,01820,1,1.0
26350,01810,23,1.0
26352,01810,1,1.0
26356,01810,16,1.0
26357,01810,0,0.0
26358,01810,2,1.0
26370,01810,6,1.0
26372,01810,0,0.0
26373,01810,0,0.0
26390,01810,0,0.0
26392,01810,0,0.0
26410,01810,32,1.0
26412,01810,0,0.0
26415,01810,1,1.0
26416,01810,0,0.0
26418,01810,44,1.0
26420,01810,2,1.0
26426,01810,2,1.0
26428,01810,0,0.0
26432,01820,2,1.0
26433,01810,1,1.0
26434,01810,1,1.0
26437,01810,10,1.0
26440,01810,4,1.0
26442,01810,4,1.0
26445,01810,5,1.0
26449,01810,0,0.0
26450,01810,2,1.0
26455,01810,3,1.0
26460,01810,1,1.0
26471,01810,0,0.0
26474,01810,1,1.0
26476,01810,0,0.0
