CPT,ASA,ASA_COUNT,ASA_FREQ
26477,01810,0,0.0
26478,01810,0,0.0
26479,01810,0,0.0
26480,01810,7,1.0
26483,01810,0,0.0
26485,01810,1,1.0
26489,01810,0,0.0
26490,01810,0,0.0
26492,01810,0,0.0
26494,01810,0,0.0
26496,01810,0,0.0
26497,01810,0,0.0
26498,01810,0,0.0
26499,01810,0,0.0
26500,01810,1,1.0
26502,01810,1,1.0
26508,01810,1,1.0
26510,01810,0,0.0
26516,01810,0,0.0
26517,01810,0,0.0
26518,01810,0,0.0
26520,01810,1,1.0
26525,01810,3,1.0
26530,01830,10,1.0
26531,01830,5,1.0
26535,01830,5,1.0
26536,01830,7,1.0
26540,01810,33,1.0
26541,01810,6,1.0
26542,01810,0,0.0
26545,01810,3,1.0
26546,01830,3,0.75
26546,01112,1,0.25
26548,01810,1,1.0
26550,01810,0,0.0
26551,01840,0,0.0
26553,01840,0,0.0
26554,01840,0,0.0
26555,01830,0,0.0
26556,01840,0,0.0
26560,01810,1,1.0
26561,01810,2,1.0
26562,01830,0,0.0
26565,01830,5,1.0
26567,01830,1,1.0
26568,01830,0,0.0
26580,01830,0,0.0
26587,01830,1,1.0
26590,01830,0,0.0
26591,01810,0,0.0
26593,01810,0,0.0
26596,00400,0,0.0
26600,01820,0,0.0
26605,01820,6,1.0
26607,01820,1,1.0
26608,01820,75,1.0
26615,01830,144,1.0
26641,01820,0,0.0
26645,01820,0,0.0
26650,01820,5,1.0
26665,01830,3,1.0
26675,01820,1,1.0
26676,01820,16,1.0
26685,01830,6,1.0
26686,01830,1,1.0
26705,01820,1,1.0
26706,01820,1,1.0
26715,01830,1,1.0
26720,01820,4,1.0
26725,01820,13,1.0
26727,01820,59,1.0
26735,01830,70,1.0
26740,01820,0,0.0
26742,01820,2,1.0
26746,01830,14,1.0
26750,01820,1,1.0
26755,01820,4,1.0
26756,01820,12,1.0
26765,01830,23,1.0
26775,01820,1,1.0
26776,01820,2,1.0
26785,01830,4,1.0
26820,01830,1,1.0
26820,01112,0,0.0
26841,01830,4,1.0
26842,01112,0,0.0
26842,01830,0,0.0
26843,01830,1,1.0
26844,01112,0,0.0
26844,01830,0,0.0
26850,01830,13,1.0
26852,01830,5,1.0
26852,01112,0,0.0
26860,01830,35,1.0
26862,01830,2,1.0
26862,01112,0,0.0
26910,01830,16,1.0
26951,01830,135,1.0
26952,01830,20,1.0
26990,01210,33,1.0
26990,01120,0,0.0
26991,01210,3,1.0
26991,01120,0,0.0
26992,01120,0,0.0
26992,01210,0,0.0
27000,01250,1,1.0
27001,01250,1,1.0
27003,01250,0,0.0
27005,01250,1,1.0
27006,01250,0,0.0
27025,01250,2,1.0
27027,00300,0,0.0
27030,01210,24,1.0
27033,01210,5,1.0
27035,01210,1,1.0
27036,01210,4,1.0
27040,00300,0,0.0
27040,01250,0,0.0
27041,00300,2,1.0
27041,01250,0,0.0
27043,00400,10,0.6666666666666666
27043,00300,4,0.2666666666666667
27043,01250,1,0.06666666666666667
27045,01250,3,1.0
27045,00300,0,0.0
27047,00400,8,0.6666666666666666
27047,01250,3,0.25
27047,00300,1,0.08333333333333333
27048,01250,1,1.0
27048,00300,0,0.0
27049,01150,0,0.0
27050,01170,0,0.0
27052,01210,0,0.0
27054,01210,0,0.0
27057,00300,0,0.0
27059,01150,0,0.0
27060,01250,0,0.0
27062,01250,20,1.0
27065,01120,1,1.0
27065,01170,0,0.0
27065,01210,0,0.0
27066,01120,0,0.0
27066,01170,0,0.0
27066,01210,0,0.0
27067,01120,0,0.0
27067,01170,0,0.0
27067,01210,0,0.0
27070,01120,7,0.7777777777777778
27070,01210,2,0.2222222222222222
27070,01170,0,0.0
27071,01120,0,0.0
27071,01170,0,0.0
27071,01210,0,0.0
27075,01150,0,0.0
27076,01150,0,0.0
27077,01150,0,0.0
27078,01150,0,0.0
27080,01120,5,1.0
27086,00300,0,0.0
27086,01250,0,0.0
27087,00300,1,0.5
27087,01210,1,0.5
27090,01210,3,1.0
27091,01215,27,1.0
27095,01200,2,1.0
27096,,19,0.9047619047619048
27096,01992,2,0.09523809523809523
27097,01250,0,0.0
27098,01250,0,0.0
27100,01230,0,0.0
27105,00300,0,0.0
27110,01230,0,0.0
27111,01230,0,0.0
27120,01210,1,1.0
27122,01210,2,1.0
27125,01210,132,1.0
27130,01214,3421,1.0
27132,01214,60,1.0
27134,01215,148,1.0
27137,01215,29,1.0
27138,01215,69,1.0
27140,01230,0,0.0
27146,01120,2,0.6666666666666666
27146,01210,1,0.3333333333333333
27147,01120,0,0.0
27147,01210,0,0.0
27151,01120,2,1.0
27151,01210,0,0.0
27156,01210,3,0.75
27156,01120,1,0.25
27158,01120,0,0.0
27161,01210,0,0.0
27165,01210,1,1.0
27170,01210,2,1.0
27175,01200,0,0.0
27176,01200,4,1.0
27177,01210,1,1.0
27178,01210,0,0.0
27179,01210,1,1.0
27181,01210,1,1.0
27185,01210,0,0.0
27187,01210,15,1.0
27198,01160,0,0.0
27200,01120,0,0.0
27202,01120,0,0.0
27215,01120,1,1.0
27216,01160,1,1.0
27216,01120,0,0.0
27217,01170,1,1.0
27217,01120,0,0.0
27218,01170,0,0.0
27220,01200,0,0.0
27222,01200,0,0.0
27226,01173,5,1.0
27227,01173,0,0.0
27228,01173,0,0.0
27230,01220,3,1.0
27232,01220,3,1.0
27235,01220,245,1.0
27236,01210,639,0.6132437619961613
27236,01230,403,0.3867562380038388
27238,01220,0,0.0
27240,01220,23,1.0
27244,01230,91,1.0
27245,01230,1194,1.0
27246,01220,0,0.0
27248,01230,5,1.0
27252,01200,32,1.0
27253,01210,2,1.0
27254,01210,1,1.0
27257,01200,10,1.0
27258,01210,0,0.0
27259,01210,5,1.0
27266,01200,132,1.0
27267,01220,0,0.0
27268,01220,1,1.0
27269,01230,1,1.0
27275,01200,2,1.0
27279,01160,70,1.0
27279,01112,0,0.0
27280,01170,11,1.0
27282,01170,0,0.0
27284,01210,0,0.0
27286,01210,1,1.0
27290,01140,0,0.0
27295,01212,0,0.0
27299,01210,1,1.0
27301,01320,60,0.6976744186046512
27301,01250,26,0.3023255813953488
27303,01230,0,0.0
27303,01360,0,0.0
27303,01400,0,0.0
27303,01480,0,0.0
27305,01250,2,1.0
27306,01250,1,1.0
27307,01250,0,0.0
27310,01400,50,1.0
27323,00400,2,1.0
27324,01250,3,1.0
27324,01320,0,0.0
27325,01250,0,0.0
27326,01320,0,0.0
27327,00400,28,1.0
27328,01250,6,0.6
27328,01320,4,0.4
27329,01250,1,1.0
27329,01320,0,0.0
27330,01400,0,0.0
27331,01400,9,1.0
27332,01400,0,0.0
27333,01400,0,0.0
27334,01400,6,1.0
27335,01400,2,1.0
27337,00400,30,1.0
27339,01250,5,1.0
27339,01320,0,0.0
27340,01320,33,1.0
27345,01400,4,1.0
27347,01400,7,1.0
27350,01392,8,1.0
27355,01360,11,1.0
27355,01230,0,0.0
27356,01230,0,0.0
27356,01360,0,0.0
27357,01230,0,0.0
27357,01360,0,0.0
27360,01392,8,0.7272727272727273
27360,01230,3,0.2727272727272727
27360,01360,0,0.0
27364,01250,0,0.0
27364,01320,0,0.0
27365,01234,0,0.0
27365,01360,0,0.0
27369,01380,0,0.0
27369,01922,0,0.0
27372,01320,7,0.5384615384615384
27372,01250,6,0.4615384615384616
27380,01320,41,1.0
27381,01320,2,1.0
27385,01320,80,0.6956521739130435
27385,01250,35,0.3043478260869565
27386,01320,5,0.8333333333333334
27386,01250,1,0.1666666666666667
27390,01250,0,0.0
27390,01320,0,0.0
27391,01250,0,0.0
27391,01320,0,0.0
27392,01250,0,0.0
27392,01320,0,0.0
27393,01320,1,1.0
27394,01320,0,0.0
27395,01320,0,0.0
27396,01250,0,0.0
27396,01320,0,0.0
27397,01250,0,0.0
27397,01320,0,0.0
27400,01320,0,0.0
27403,01400,1,1.0
27405,01400,4,1.0
27405,01320,0,0.0
27407,01320,5,0.625
27407,01400,3,0.375
27409,01320,1,1.0
27409,01400,0,0.0
27412,01400,6,1.0
27415,01400,10,1.0
27416,01400,1,1.0
27418,01392,10,1.0
27420,01392,18,1.0
27422,01392,21,1.0
27424,01392,0,0.0
27425,01400,8,0.6153846153846154
27425,01320,5,0.3846153846153846
27427,01320,23,0.5111111111111111
27427,01400,22,0.4888888888888889
27428,01400,2,0.6666666666666666
27428,01320,1,0.3333333333333333
27429,01400,5,0.7142857142857143
27429,01320,2,0.2857142857142857
27430,01320,0,0.0
27435,01400,1,1.0
27437,01392,0,0.0
27438,01392,8,1.0
27440,01392,0,0.0
27441,01392,0,0.0
27442,01400,12,1.0
27443,01400,0,0.0
27445,01400,3,1.0
27446,01400,238,1.0
27447,01402,5309,1.0
27448,01360,1,1.0
27448,01230,0,0.0
27450,01360,5,0.7142857142857143
27450,01230,2,0.2857142857142857
27454,01230,1,1.0
27455,01392,1,1.0
27457,01392,0,0.0
27465,01360,0,0.0
27466,01360,0,0.0
27468,01360,0,0.0
27470,01360,4,0.8
27470,01230,1,0.2
27472,01230,2,1.0
27472,01360,0,0.0
27475,01360,8,1.0
27477,01392,6,1.0
27479,01360,2,1.0
27485,01360,14,0.7368421052631579
27485,01392,5,0.2631578947368421
27486,01402,188,1.0
27487,01402,251,1.0
27488,01402,41,1.0
27495,01360,2,0.6666666666666666
27495,01230,1,0.3333333333333333
27496,01250,0,0.0
27496,01320,0,0.0
27497,01250,0,0.0
27497,01320,0,0.0
27498,01250,0,0.0
27498,01320,0,0.0
27499,01250,0,0.0
27499,01320,0,0.0
27500,01220,1,1.0
27501,01340,0,0.0
27502,01220,2,0.6666666666666666
27502,01340,1,0.3333333333333333
27503,01340,1,1.0
27506,01230,110,1.0
27507,01230,30,1.0
27508,01340,2,1.0
27509,01340,3,1.0
27510,01340,0,0.0
27511,01360,40,1.0
27513,01360,15,1.0
27514,01360,73,1.0
27516,01340,0,0.0
27517,01340,0,0.0
27519,01360,3,1.0
27520,01390,2,1.0
27524,01392,112,1.0
27530,01390,1,1.0
27532,01390,9,1.0
27535,01392,95,1.0
27536,01392,49,1.0
27538,01390,0,0.0
27540,01392,9,1.0
27552,01380,3,1.0
27556,01400,0,0.0
27557,01400,0,0.0
27558,01400,1,1.0
27562,01390,2,1.0
27566,01392,0,0.0
27570,01380,150,1.0
27580,01400,0,0.0
27590,01232,87,0.6904761904761905
27590,01360,39,0.3095238095238095
27591,01232,0,0.0
27591,01360,0,0.0
27592,01232,2,1.0
27592,01360,0,0.0
27594,00400,3,0.6
27594,01250,2,0.4
27596,01232,7,0.7777777777777778
27596,01360,2,0.2222222222222222
27598,01404,1,1.0
27599,01380,17,0.8947368421052632
27599,01250,1,0.05263157894736842
27599,01390,1,0.05263157894736842
27600,01470,18,1.0
27601,01470,0,0.0
27602,01470,21,1.0
27603,01470,22,1.0
27604,01470,2,1.0
27606,01470,21,1.0
27607,01480,2,1.0
27610,01480,7,1.0
27612,01480,1,1.0
27613,00400,0,0.0
27614,01470,1,1.0
27615,01470,2,1.0
27616,01470,0,0.0
27618,00400,17,1.0
27619,01470,3,1.0
27620,01480,5,1.0
27625,01480,2,1.0
27626,01480,0,0.0
27630,01470,11,1.0
27632,00400,8,1.0
27634,01470,1,1.0
27635,01480,6,0.6666666666666666
27635,01392,3,0.3333333333333333
27637,01480,1,1.0
27637,01112,0,0.0
27637,01392,0,0.0
27638,01392,0,0.0
27638,01480,0,0.0
27640,01480,12,0.8571428571428571
27640,01392,2,0.1428571428571428
27641,01480,11,0.9166666666666666
27641,01392,1,0.08333333333333333
27645,01482,3,1.0
27646,01482,0,0.0
27647,01482,0,0.0
27648,01462,0,0.0
27650,01472,135,1.0
27652,01472,9,1.0
27654,01472,34,1.0
27656,01470,1,1.0
27658,01470,54,1.0
27659,01470,6,1.0
27664,01470,3,1.0
27665,01470,0,0.0
27675,01470,9,1.0
27676,01480,4,1.0
27680,01470,8,1.0
27681,01470,0,0.0
27685,01470,18,1.0
27686,01470,0,0.0
27687,01474,205,1.0
27690,01470,4,1.0
27691,01470,20,1.0
27695,01470,18,1.0
27696,01470,7,1.0
27698,01470,74,1.0
27700,01480,3,1.0
27702,01486,27,1.0
27703,01486,4,1.0
27704,01480,1,1.0
27705,01484,2,1.0
27707,01484,1,1.0
27709,01484,1,1.0
27712,01484,0,0.0
27715,01484,2,1.0
27720,01392,2,0.5
27720,01480,2,0.5
27722,01392,0,0.0
27722,01480,0,0.0
27724,01480,4,0.8
27724,01112,1,0.2
27724,01392,0,0.0
27725,01392,0,0.0
27725,01480,0,0.0
27726,01480,4,0.6666666666666666
27726,01392,2,0.3333333333333333
27727,01392,0,0.0
27727,01480,0,0.0
27730,01480,0,0.0
27732,01480,2,1.0
27734,01480,0,0.0
27740,01392,0,0.0
27740,01480,0,0.0
27742,01360,0,0.0
27745,01392,1,1.0
27745,01480,0,0.0
27750,01462,2,0.6666666666666666
27750,01390,1,0.3333333333333333
27752,01462,8,0.7272727272727273
27752,01390,3,0.2727272727272727
27756,01462,6,0.75
27756,01390,2,0.25
27758,01480,29,0.6904761904761905
27758,01392,13,0.3095238095238095
27759,01392,98,0.5632183908045977
27759,01480,76,0.4367816091954023
27760,01462,0,0.0
27762,01462,3,1.0
27766,01480,70,1.0
27767,01462,0,0.0
27768,01462,0,0.0
27769,01480,5,1.0
27780,01390,1,1.0
27781,01390,1,1.0
27784,01392,27,1.0
27786,01462,0,0.0
27788,01462,1,1.0
27792,01480,314,1.0
27808,01462,5,1.0
27810,01462,11,1.0
27814,01480,431,1.0
27816,01462,3,1.0
27818,01462,17,1.0
27822,01480,271,1.0
27823,01480,32,1.0
27824,01462,3,1.0
27825,01462,9,1.0
27826,01480,8,1.0
27827,01480,52,1.0
27828,01480,26,1.0
27829,01480,58,1.0
27831,01390,0,0.0
27832,01392,0,0.0
27842,01462,8,1.0
27846,01480,2,1.0
27848,01480,18,1.0
27860,01462,5,1.0
27870,01480,28,1.0
27871,01480,1,1.0
27871,01392,0,0.0
27880,01482,245,1.0
27881,01482,7,1.0
27882,01482,23,1.0
27884,01482,12,1.0
27886,01482,34,1.0
27888,01482,1,1.0
27889,01482,0,0.0
27892,01470,4,1.0
27893,01320,0,0.0
27893,01470,0,0.0
27894,01470,4,0.8
27894,01320,1,0.2
28001,01470,7,1.0
28002,01470,24,1.0
28003,01470,29,1.0
28005,01480,34,1.0
28008,01470,40,1.0
28010,01470,0,0.0
28011,01470,0,0.0
28020,01480,3,1.0
28022,01480,22,1.0
28024,01480,2,1.0
28035,01470,31,1.0
28039,00400,19,1.0
28041,01470,7,1.0
28043,00400,54,1.0
28045,01470,13,1.0
28046,01470,1,1.0
28047,01470,0,0.0
28050,01480,0,0.0
28052,01480,0,0.0
28054,01480,0,0.0
28055,01470,1,1.0
28060,01470,40,1.0
28062,01470,8,1.0
28070,01480,1,1.0
28072,01480,2,1.0
28080,01470,107,1.0
28086,01470,4,1.0
28088,01470,0,0.0
28090,01470,50,1.0
28092,01470,14,1.0
28100,01480,4,1.0
28102,01480,2,1.0
28102,01112,0,0.0
28103,01480,0,0.0
28104,01480,13,1.0
28106,01112,0,0.0
28106,01480,0,0.0
28107,01480,0,0.0
28108,01480,10,1.0
28110,01480,57,1.0
28111,01480,13,1.0
28112,01480,24,1.0
28113,01480,28,1.0
28114,01480,0,0.0
28116,01480,6,1.0
28118,01480,9,1.0
28119,01480,38,1.0
28120,01480,54,1.0
28122,01480,91,1.0
28124,01480,59,1.0
28126,01480,0,0.0
28130,01480,0,0.0
28140,01480,9,1.0
28150,01480,3,1.0
28153,01480,1,1.0
28160,01480,9,1.0
28171,01482,0,0.0
28173,01482,0,0.0
28175,01482,0,0.0
28190,00400,37,1.0
28192,01470,17,1.0
28193,01470,3,1.0
28200,01470,14,1.0
28202,01470,0,0.0
28208,01470,14,1.0
28210,01470,1,1.0
28220,01470,1,1.0
28222,01470,0,0.0
28225,01470,2,1.0
28226,01470,0,0.0
28230,01470,3,1.0
28232,01470,3,1.0
28234,01470,1,1.0
28238,01480,11,1.0
28240,01470,0,0.0
28250,01470,1,1.0
28260,01470,0,0.0
28261,01470,0,0.0
28262,01470,2,1.0
28264,01470,4,1.0
28270,01470,6,1.0
28272,01470,1,1.0
28280,01470,2,1.0
28285,01480,351,1.0
28286,01480,2,1.0
28288,01480,32,1.0
28289,01480,73,1.0
28291,01480,40,1.0
28292,01480,183,1.0
28295,01480,16,1.0
28296,01480,191,1.0
28297,01480,77,1.0
28298,01480,42,1.0
28299,01480,46,1.0
28300,01480,16,1.0
28302,01480,0,0.0
28304,01480,4,1.0
28305,01112,0,0.0
28305,01480,0,0.0
28306,01480,17,1.0
28307,01480,1,1.0
28308,01480,66,1.0
28309,01480,4,1.0
28310,01480,1,1.0
28312,01480,3,1.0
28313,01470,11,1.0
28315,01480,20,1.0
28320,01480,1,1.0
28322,01480,13,0.9285714285714286
28322,01112,1,0.07142857142857142
28340,01470,0,0.0
28341,01480,0,0.0
28344,01480,5,1.0
28345,01480,2,1.0
28360,01480,0,0.0
28400,01462,0,0.0
28405,01462,0,0.0
28406,01462,1,1.0
28415,01480,30,1.0
28420,01480,1,1.0
28420,01112,0,0.0
28430,01462,0,0.0
28435,01462,0,0.0
28436,01462,1,1.0
28445,01480,10,1.0
28446,01400,0,0.0
28446,01480,0,0.0
28450,01462,1,1.0
28455,01462,0,0.0
28456,01462,0,0.0
28465,01480,15,1.0
28470,01462,3,1.0
28475,01462,2,1.0
28476,01462,2,1.0
28485,01480,146,1.0
28490,01462,0,0.0
28495,01462,1,1.0
28496,01462,7,1.0
28505,01480,15,1.0
28510,01462,0,0.0
28515,01462,2,1.0
28525,01480,11,1.0
28530,01462,0,0.0
28531,01480,0,0.0
28545,01462,0,0.0
28546,01462,0,0.0
28555,01480,0,0.0
28575,01462,0,0.0
28576,01462,0,0.0
28585,01480,0,0.0
28605,01462,1,1.0
28606,01462,0,0.0
28615,01480,26,1.0
28635,01462,1,1.0
28636,01462,0,0.0
28645,01480,2,1.0
28665,01462,0,0.0
28666,01462,0,0.0
28675,01480,5,1.0
28705,01480,3,1.0
28715,01480,13,1.0
28725,01480,32,1.0
28730,01480,33,1.0
28735,01480,3,1.0
28737,01480,0,0.0
28740,01480,22,1.0
28750,01480,145,1.0
28755,01480,11,1.0
28760,01480,1,1.0
28800,01480,21,1.0
28805,01480,221,1.0
28810,01480,248,1.0
28820,01480,637,1.0
28825,01480,218,1.0
28890,01462,0,0.0
28899,01480,4,0.6666666666666666
28899,01470,2,0.3333333333333333
29000,01130,0,0.0
29010,01130,0,0.0
29015,01130,0,0.0
29035,01130,0,0.0
29040,01130,0,0.0
29044,01130,0,0.0
29046,01130,0,0.0
29049,01680,0,0.0
29055,01680,0,0.0
29058,01680,0,0.0
29065,01680,0,0.0
29075,01860,0,0.0
29085,01860,0,0.0
29086,01860,0,0.0
29105,01860,0,0.0
29125,01860,2,1.0
29126,01860,0,0.0
29130,01860,0,0.0
29131,01860,2,1.0
29305,01130,5,1.0
29325,01130,6,1.0
29345,01420,0,0.0
29355,01420,0,0.0
29358,01420,0,0.0
29365,01420,0,0.0
29405,01490,2,1.0
29425,01490,1,1.0
29435,01420,0,0.0
29445,01420,0,0.0
29450,01490,1,1.0
29505,01420,0,0.0
29515,01490,1,1.0
29700,01130,0,0.0
29700,01490,0,0.0
29705,01420,0,0.0
29705,01680,0,0.0
29710,01130,0,0.0
29710,01680,0,0.0
29720,01130,0,0.0
29720,01680,0,0.0
29800,00190,2,1.0
29804,00190,0,0.0
29805,01622,12,1.0
29806,01630,162,1.0
29807,01630,154,1.0
29819,01630,17,1.0
29820,01630,8,1.0
29821,01630,1,1.0
29822,01630,167,1.0
29823,01630,183,1.0
29824,01630,479,1.0
29825,01630,50,1.0
29827,01630,1699,1.0
29828,01630,219,1.0
29830,01732,0,0.0
29834,01740,8,1.0
29835,01740,0,0.0
29836,01740,2,1.0
29837,01740,1,1.0
29838,01740,6,1.0
29840,01829,0,0.0
29843,01830,2,1.0
29844,01830,0,0.0
29845,01830,1,1.0
29846,01830,28,1.0
29847,01830,1,1.0
29848,01810,244,0.9457364341085271
29848,01830,14,0.05426356589147287
29850,01400,3,1.0
29851,01400,9,1.0
29855,01400,3,1.0
29856,01400,2,1.0
29860,01202,1,1.0
29861,01202,2,1.0
29862,01202,14,1.0
29863,01202,5,1.0
29866,01400,2,1.0
29867,01400,2,1.0
29868,01400,0,0.0
29870,01382,41,1.0
29871,01400,31,1.0
29873,01400,86,1.0
29874,01400,75,1.0
29875,01400,96,1.0
29876,01400,63,1.0
29877,01400,324,1.0
29879,01400,40,1.0
29880,01400,542,1.0
29881,01400,2023,1.0
29882,01400,180,1.0
29883,01400,7,1.0
29884,01400,24,1.0
29885,01400,1,1.0
29886,01400,5,1.0
29887,01400,2,1.0
29888,01400,573,1.0
29889,01400,9,1.0
29891,01464,16,1.0
29892,01464,7,1.0
29893,01464,32,1.0
29894,01464,11,1.0
29895,01464,11,1.0
29897,01464,24,1.0
29898,01464,38,1.0
29899,01464,1,1.0
29899,01480,0,0.0
29900,01830,0,0.0
29901,01830,0,0.0
29902,01830,0,0.0
29904,01464,0,0.0
29905,01464,0,0.0
29906,01464,0,0.0
29907,01464,0,0.0
29914,01202,29,1.0
29915,01202,26,1.0
29916,01202,117,1.0
29999,01474,5,0.8333333333333334
29999,01400,1,0.1666666666666667
30000,00160,0,0.0
30020,00160,1,1.0
30100,00164,0,0.0
30110,00160,3,1.0
30115,00160,2,1.0
30117,00160,9,1.0
30118,00160,2,1.0
30120,00300,1,1.0
30124,00300,0,0.0
30125,00160,0,0.0
30130,00160,17,1.0
30140,00160,202,1.0
30150,00160,2,1.0
30160,00162,0,0.0
30200,00160,0,0.0
30210,00160,1,1.0
30220,00160,3,1.0
30310,00160,20,1.0
30320,00160,0,0.0
30400,00160,18,1.0
30410,00160,6,1.0
30420,00160,12,1.0
30430,00160,0,0.0
30435,00160,0,0.0
30450,00160,0,0.0
30460,00160,1,1.0
30462,00160,7,1.0
30465,00160,10,1.0
30468,00160,1,1.0
30520,00160,868,1.0
30540,00160,0,0.0
30545,00160,0,0.0
30560,00160,0,0.0
30580,00160,0,0.0
30600,00160,0,0.0
30620,00160,0,0.0
30630,00160,3,1.0
30801,00160,6,1.0
30802,00160,2,1.0
30901,00160,29,1.0
30903,00160,19,1.0
30905,00160,4,1.0
30906,00160,0,0.0
30915,00160,1,1.0
30920,00160,0,0.0
30930,00160,4,1.0
30999,00160,2,1.0
31000,00160,0,0.0
31002,00160,0,0.0
31020,00160,1,1.0
31030,00160,1,1.0
31032,00160,2,1.0
31040,00162,0,0.0
31050,00160,0,0.0
31051,00160,0,0.0
31070,00160,1,1.0
31075,00160,0,0.0
31080,00160,0,0.0
31081,00160,0,0.0
31084,00160,0,0.0
31085,00160,0,0.0
31086,00160,0,0.0
31087,00160,0,0.0
31090,00160,0,0.0
31200,00160,0,0.0
31201,00160,0,0.0
31205,00160,0,0.0
31225,00162,1,1.0
31230,00162,0,0.0
31231,00160,28,1.0
31233,00160,3,1.0
31235,00160,7,1.0
31237,00160,50,1.0
31238,00160,60,1.0
31239,00160,5,1.0
31240,00160,2,1.0
31241,00160,2,1.0
31253,00160,23,1.0
31254,00160,21,1.0
31255,00160,58,1.0
31256,00160,96,1.0
31257,00160,7,1.0
31259,00160,22,1.0
31267,00160,123,1.0
31276,00160,13,1.0
31287,00160,4,1.0
31288,00160,8,1.0
31290,00160,3,1.0
31291,00160,3,1.0
31292,00160,0,0.0
31293,00160,0,0.0
31294,00160,0,0.0
31295,00160,2,1.0
31296,00160,3,1.0
31297,00160,1,1.0
31298,00160,0,0.0
31300,00320,0,0.0
31300,00326,0,0.0
31360,00320,5,1.0
31360,00326,0,0.0
31365,00350,1,1.0
31367,00320,1,1.0
31367,00326,0,0.0
31368,00350,0,0.0
31370,00320,0,0.0
31370,00326,0,0.0
31375,00320,0,0.0
31375,00326,0,0.0
31380,00320,0,0.0
31380,00326,0,0.0
31382,00320,0,0.0
31382,00326,0,0.0
31390,00350,0,0.0
31395,00350,0,0.0
31400,00320,0,0.0
31400,00326,0,0.0
31420,00320,0,0.0
31420,00326,0,0.0
31500,,1418,1.0
31502,00320,11,1.0
31502,00326,0,0.0
31505,00320,3,1.0
31505,00326,0,0.0
31510,00320,1,1.0
31510,00326,0,0.0
31511,00320,0,0.0
31511,00326,0,0.0
31512,00320,0,0.0
31512,00326,0,0.0
31513,00320,1,1.0
31513,00326,0,0.0
31515,00320,1,1.0
31515,00326,0,0.0
31520,00326,0,0.0
31525,00320,62,0.9841269841269841
31525,00326,1,0.01587301587301587
31526,00320,17,1.0
31526,00326,0,0.0
31527,00320,0,0.0
31527,00326,0,0.0
31528,00320,15,1.0
31528,00326,0,0.0
31529,00320,10,1.0
31529,00326,0,0.0
31530,00320,8,1.0
31530,00326,0,0.0
31531,00320,0,0.0
31531,00326,0,0.0
31535,00320,141,0.9929577464788732
31535,00326,1,0.007042253521126761
31536,00320,89,1.0
31536,00326,0,0.0
31540,00320,24,1.0
31540,00326,0,0.0
31541,00320,97,1.0
31541,00326,0,0.0
31545,00320,2,1.0
31545,00326,0,0.0
31546,00320,0,0.0
31546,00326,0,0.0
31551,00320,0,0.0
31551,00326,0,0.0
31552,00320,0,0.0
31553,00320,0,0.0
31553,00326,0,0.0
31554,00320,0,0.0
31560,00320,2,1.0
31560,00326,0,0.0
31561,00320,6,1.0
31561,00326,0,0.0
31570,00320,13,1.0
31570,00326,0,0.0
31571,00320,28,1.0
31571,00326,0,0.0
31572,00320,5,1.0
31572,00326,0,0.0
31573,00320,2,1.0
31573,00326,0,0.0
31574,00320,3,1.0
31574,00326,0,0.0
31575,00320,21,1.0
31575,00326,0,0.0
31576,00320,1,1.0
31576,00326,0,0.0
31577,00320,1,1.0
31577,00326,0,0.0
31578,00320,4,1.0
31578,00326,0,0.0
31579,00320,0,0.0
31579,00326,0,0.0
31580,00320,0,0.0
31580,00326,0,0.0
31584,00320,0,0.0
31584,00326,0,0.0
31587,00320,0,0.0
31587,00326,0,0.0
31590,00320,0,0.0
31590,00326,0,0.0
31591,00320,5,1.0
31591,00326,0,0.0
31592,00320,0,0.0
31592,00326,0,0.0
31599,00320,3,0.75
31599,00326,1,0.25
31600,00320,271,1.0
31600,00326,0,0.0
31601,00320,1,1.0
31601,00326,0,0.0
31603,00320,11,1.0
31603,00326,0,0.0
31605,00320,3,0.75
31605,,1,0.25
31605,00326,0,0.0
31610,00320,2,1.0
31610,00326,0,0.0
31611,00320,8,1.0
31611,00326,0,0.0
31612,00320,0,0.0
31612,00326,0,0.0
31613,00320,9,1.0
31613,00326,0,0.0
31614,00320,1,1.0
31614,00326,0,0.0
31615,00320,5,1.0
31615,00326,0,0.0
31622,00520,407,0.9105145413870246
31622,00326,40,0.0894854586129754
31623,00520,23,1.0
31623,00326,0,0.0
31624,00520,224,1.0
31624,00326,0,0.0
31625,00520,154,1.0
31625,00326,0,0.0
31626,00520,1,1.0
31626,00326,0,0.0
31628,00520,108,1.0
31628,00326,0,0.0
31629,00520,61,0.9838709677419355
31629,00326,1,0.01612903225806452
31630,00520,17,0.9444444444444444
31630,00326,1,0.05555555555555555
31631,00520,1,1.0
31631,00326,0,0.0
31634,00326,0,0.0
31634,00520,0,0.0
31635,00520,22,1.0
31635,00326,0,0.0
31636,00326,0,0.0
31636,00520,0,0.0
31638,00326,0,0.0
31638,00520,0,0.0
31640,00520,2,1.0
31640,00326,0,0.0
31641,00520,6,1.0
31641,00326,0,0.0
31643,00326,0,0.0
31643,00520,0,0.0
31645,00520,6,0.8571428571428571
31645,00326,1,0.1428571428571428
31646,00326,0,0.0
31646,00520,0,0.0
31647,00520,1,1.0
31647,00326,0,0.0
31648,00326,0,0.0
31648,00520,0,0.0
